GEOID,NAME,variable,estimate,moe,label
01,Alabama,B01001_026,2426746,956,Estimate!!Total!!Female
02,Alaska,B01001_026,332270,630,Estimate!!Total!!Female
04,Arizona,B01001_026,3138582,471,Estimate!!Total!!Female
05,Arkansas,B01001_026,1463739,1229,Estimate!!Total!!Female
06,California,B01001_026,18414133,1043,Estimate!!Total!!Female
08,Colorado,B01001_026,2438569,975,Estimate!!Total!!Female
09,Connecticut,B01001_026,1821003,357,Estimate!!Total!!Female
10,Delaware,B01001_026,454060,133,Estimate!!Total!!Female
11,District of Columbia,B01001_026,308299,147,Estimate!!Total!!Female
12,Florida,B01001_026,9461465,1400,Estimate!!Total!!Female
13,Georgia,B01001_026,4841901,2590,Estimate!!Total!!Female
15,Hawaii,B01001_026,665389,217,Estimate!!Total!!Female
16,Idaho,B01001_026,762368,734,Estimate!!Total!!Female
17,Illinois,B01001_026,6495007,1021,Estimate!!Total!!Female
18,Indiana,B01001_026,3262184,1233,Estimate!!Total!!Female
19,Iowa,B01001_026,1527269,891,Estimate!!Total!!Female
20,Kansas,B01001_026,1418319,793,Estimate!!Total!!Female
21,Kentucky,B01001_026,2180345,1382,Estimate!!Total!!Female
22,Louisiana,B01001_026,2264484,1094,Estimate!!Total!!Female
23,Maine,B01001_026,677999,451,Estimate!!Total!!Female
24,Maryland,B01001_026,2942365,754,Estimate!!Total!!Female
25,Massachusetts,B01001_026,3344847,563,Estimate!!Total!!Female
26,Michigan,B01001_026,5068249,892,Estimate!!Total!!Female
27,Minnesota,B01001_026,2640466,800,Estimate!!Total!!Female
28,Mississippi,B01001_026,1514148,1089,Estimate!!Total!!Female
29,Missouri,B01001_026,3026676,1141,Estimate!!Total!!Female
30,Montana,B01001_026,485780,672,Estimate!!Total!!Female
31,Nebraska,B01001_026,908567,664,Estimate!!Total!!Female
32,Nevada,B01001_026,1301706,518,Estimate!!Total!!Female
33,New Hampshire,B01001_026,665435,455,Estimate!!Total!!Female
34,New Jersey,B01001_026,4477075,485,Estimate!!Total!!Female
35,New Mexico,B01001_026,1020289,729,Estimate!!Total!!Female
36,New York,B01001_026,9928898,1169,Estimate!!Total!!Female
37,North Carolina,B01001_026,4751889,1429,Estimate!!Total!!Female
38,North Dakota,B01001_026,326926,529,Estimate!!Total!!Female
39,Ohio,B01001_026,5895995,1148,Estimate!!Total!!Female
40,Oklahoma,B01001_026,1858590,1049,Estimate!!Total!!Female
41,Oregon,B01001_026,1899669,687,Estimate!!Total!!Female
42,Pennsylvania,B01001_026,6473770,948,Estimate!!Total!!Female
44,Rhode Island,B01001_026,546530,409,Estimate!!Total!!Female
45,South Carolina,B01001_026,2315751,910,Estimate!!Total!!Female
46,South Dakota,B01001_026,399216,557,Estimate!!Total!!Female
47,Tennessee,B01001_026,3195339,1188,Estimate!!Total!!Female
48,Texas,B01001_026,12253121,2259,Estimate!!Total!!Female
49,Utah,B01001_026,1322376,502,Estimate!!Total!!Female
50,Vermont,B01001_026,316588,297,Estimate!!Total!!Female
51,Virginia,B01001_026,3992402,1636,Estimate!!Total!!Female
53,Washington,B01001_026,3293809,716,Estimate!!Total!!Female
54,West Virginia,B01001_026,936177,747,Estimate!!Total!!Female
55,Wisconsin,B01001_026,2842039,752,Estimate!!Total!!Female
56,Wyoming,B01001_026,267729,430,Estimate!!Total!!Female
72,Puerto Rico,B01001_026,1958404,NA,Estimate!!Total!!Female
01,Alabama,B01001_027,148372,483,Estimate!!Total!!Female!!Under 5 years
02,Alaska,B01001_027,24646,245,Estimate!!Total!!Female!!Under 5 years
04,Arizona,B01001_027,226542,347,Estimate!!Total!!Female!!Under 5 years
05,Arkansas,B01001_027,95376,667,Estimate!!Total!!Female!!Under 5 years
06,California,B01001_027,1244216,599,Estimate!!Total!!Female!!Under 5 years
08,Colorado,B01001_027,166096,577,Estimate!!Total!!Female!!Under 5 years
09,Connecticut,B01001_027,100161,231,Estimate!!Total!!Female!!Under 5 years
10,Delaware,B01001_027,27534,89,Estimate!!Total!!Female!!Under 5 years
11,District of Columbia,B01001_027,15959,96,Estimate!!Total!!Female!!Under 5 years
12,Florida,B01001_027,528479,815,Estimate!!Total!!Female!!Under 5 years
13,Georgia,B01001_027,336710,1084,Estimate!!Total!!Female!!Under 5 years
15,Hawaii,B01001_027,41844,95,Estimate!!Total!!Female!!Under 5 years
16,Idaho,B01001_027,58198,286,Estimate!!Total!!Female!!Under 5 years
17,Illinois,B01001_027,413907,464,Estimate!!Total!!Female!!Under 5 years
18,Indiana,B01001_027,212592,452,Estimate!!Total!!Female!!Under 5 years
19,Iowa,B01001_027,96793,525,Estimate!!Total!!Female!!Under 5 years
20,Kansas,B01001_027,98435,529,Estimate!!Total!!Female!!Under 5 years
21,Kentucky,B01001_027,136071,750,Estimate!!Total!!Female!!Under 5 years
22,Louisiana,B01001_027,149242,572,Estimate!!Total!!Female!!Under 5 years
23,Maine,B01001_027,33622,209,Estimate!!Total!!Female!!Under 5 years
24,Maryland,B01001_027,178868,446,Estimate!!Total!!Female!!Under 5 years
25,Massachusetts,B01001_027,180330,206,Estimate!!Total!!Female!!Under 5 years
26,Michigan,B01001_027,300463,507,Estimate!!Total!!Female!!Under 5 years
27,Minnesota,B01001_027,173098,411,Estimate!!Total!!Female!!Under 5 years
28,Mississippi,B01001_027,101976,591,Estimate!!Total!!Female!!Under 5 years
29,Missouri,B01001_027,188870,487,Estimate!!Total!!Female!!Under 5 years
30,Montana,B01001_027,29191,291,Estimate!!Total!!Female!!Under 5 years
31,Nebraska,B01001_027,63576,331,Estimate!!Total!!Female!!Under 5 years
32,Nevada,B01001_027,91863,266,Estimate!!Total!!Female!!Under 5 years
33,New Hampshire,B01001_027,35525,240,Estimate!!Total!!Female!!Under 5 years
34,New Jersey,B01001_027,267716,239,Estimate!!Total!!Female!!Under 5 years
35,New Mexico,B01001_027,70353,374,Estimate!!Total!!Female!!Under 5 years
36,New York,B01001_027,566415,674,Estimate!!Total!!Female!!Under 5 years
37,North Carolina,B01001_027,303237,634,Estimate!!Total!!Female!!Under 5 years
38,North Dakota,B01001_027,20473,254,Estimate!!Total!!Female!!Under 5 years
39,Ohio,B01001_027,355298,702,Estimate!!Total!!Female!!Under 5 years
40,Oklahoma,B01001_027,125707,575,Estimate!!Total!!Female!!Under 5 years
41,Oregon,B01001_027,114208,419,Estimate!!Total!!Female!!Under 5 years
42,Pennsylvania,B01001_027,355520,453,Estimate!!Total!!Female!!Under 5 years
44,Rhode Island,B01001_027,28772,300,Estimate!!Total!!Female!!Under 5 years
45,South Carolina,B01001_027,145046,525,Estimate!!Total!!Female!!Under 5 years
46,South Dakota,B01001_027,27395,285,Estimate!!Total!!Female!!Under 5 years
47,Tennessee,B01001_027,197994,690,Estimate!!Total!!Female!!Under 5 years
48,Texas,B01001_027,931442,1046,Estimate!!Total!!Female!!Under 5 years
49,Utah,B01001_027,124041,287,Estimate!!Total!!Female!!Under 5 years
50,Vermont,B01001_027,15557,147,Estimate!!Total!!Female!!Under 5 years
51,Virginia,B01001_027,247543,899,Estimate!!Total!!Female!!Under 5 years
53,Washington,B01001_027,208047,334,Estimate!!Total!!Female!!Under 5 years
54,West Virginia,B01001_027,50532,417,Estimate!!Total!!Female!!Under 5 years
55,Wisconsin,B01001_027,173266,391,Estimate!!Total!!Female!!Under 5 years
56,Wyoming,B01001_027,18153,263,Estimate!!Total!!Female!!Under 5 years
72,Puerto Rico,B01001_027,115027,NA,Estimate!!Total!!Female!!Under 5 years
01,Alabama,B01001_028,152887,1623,Estimate!!Total!!Female!!5 to 9 years
02,Alaska,B01001_028,24088,756,Estimate!!Total!!Female!!5 to 9 years
04,Arizona,B01001_028,217866,2019,Estimate!!Total!!Female!!5 to 9 years
05,Arkansas,B01001_028,96275,1633,Estimate!!Total!!Female!!5 to 9 years
06,California,B01001_028,1217582,5152,Estimate!!Total!!Female!!5 to 9 years
08,Colorado,B01001_028,166220,1721,Estimate!!Total!!Female!!5 to 9 years
09,Connecticut,B01001_028,109841,1625,Estimate!!Total!!Female!!5 to 9 years
10,Delaware,B01001_028,27853,808,Estimate!!Total!!Female!!5 to 9 years
11,District of Columbia,B01001_028,13007,538,Estimate!!Total!!Female!!5 to 9 years
12,Florida,B01001_028,528784,4197,Estimate!!Total!!Female!!5 to 9 years
13,Georgia,B01001_028,333804,3372,Estimate!!Total!!Female!!5 to 9 years
15,Hawaii,B01001_028,38233,900,Estimate!!Total!!Female!!5 to 9 years
16,Idaho,B01001_028,57616,1138,Estimate!!Total!!Female!!5 to 9 years
17,Illinois,B01001_028,425138,3542,Estimate!!Total!!Female!!5 to 9 years
18,Indiana,B01001_028,217095,2336,Estimate!!Total!!Female!!5 to 9 years
19,Iowa,B01001_028,97588,1263,Estimate!!Total!!Female!!5 to 9 years
20,Kansas,B01001_028,96501,1265,Estimate!!Total!!Female!!5 to 9 years
21,Kentucky,B01001_028,137064,1835,Estimate!!Total!!Female!!5 to 9 years
22,Louisiana,B01001_028,149978,1907,Estimate!!Total!!Female!!5 to 9 years
23,Maine,B01001_028,36129,947,Estimate!!Total!!Female!!5 to 9 years
24,Maryland,B01001_028,179979,2120,Estimate!!Total!!Female!!5 to 9 years
25,Massachusetts,B01001_028,192119,1828,Estimate!!Total!!Female!!5 to 9 years
26,Michigan,B01001_028,318702,2285,Estimate!!Total!!Female!!5 to 9 years
27,Minnesota,B01001_028,169518,1742,Estimate!!Total!!Female!!5 to 9 years
28,Mississippi,B01001_028,99764,1757,Estimate!!Total!!Female!!5 to 9 years
29,Missouri,B01001_028,188264,2194,Estimate!!Total!!Female!!5 to 9 years
30,Montana,B01001_028,29321,775,Estimate!!Total!!Female!!5 to 9 years
31,Nebraska,B01001_028,60777,979,Estimate!!Total!!Female!!5 to 9 years
32,Nevada,B01001_028,88176,1826,Estimate!!Total!!Female!!5 to 9 years
33,New Hampshire,B01001_028,39380,1086,Estimate!!Total!!Female!!5 to 9 years
34,New Jersey,B01001_028,279227,2604,Estimate!!Total!!Female!!5 to 9 years
35,New Mexico,B01001_028,68573,1724,Estimate!!Total!!Female!!5 to 9 years
36,New York,B01001_028,573584,4353,Estimate!!Total!!Female!!5 to 9 years
37,North Carolina,B01001_028,300076,2735,Estimate!!Total!!Female!!5 to 9 years
38,North Dakota,B01001_028,19095,545,Estimate!!Total!!Female!!5 to 9 years
39,Ohio,B01001_028,371903,3458,Estimate!!Total!!Female!!5 to 9 years
40,Oklahoma,B01001_028,123944,1734,Estimate!!Total!!Female!!5 to 9 years
41,Oregon,B01001_028,116093,1868,Estimate!!Total!!Female!!5 to 9 years
42,Pennsylvania,B01001_028,370324,2630,Estimate!!Total!!Female!!5 to 9 years
44,Rhode Island,B01001_028,29874,992,Estimate!!Total!!Female!!5 to 9 years
45,South Carolina,B01001_028,141272,1966,Estimate!!Total!!Female!!5 to 9 years
46,South Dakota,B01001_028,25602,815,Estimate!!Total!!Female!!5 to 9 years
47,Tennessee,B01001_028,201053,2290,Estimate!!Total!!Female!!5 to 9 years
48,Texas,B01001_028,903098,5493,Estimate!!Total!!Female!!5 to 9 years
49,Utah,B01001_028,114209,1567,Estimate!!Total!!Female!!5 to 9 years
50,Vermont,B01001_028,16901,566,Estimate!!Total!!Female!!5 to 9 years
51,Virginia,B01001_028,242024,2512,Estimate!!Total!!Female!!5 to 9 years
53,Washington,B01001_028,205515,2409,Estimate!!Total!!Female!!5 to 9 years
54,West Virginia,B01001_028,51122,1256,Estimate!!Total!!Female!!5 to 9 years
55,Wisconsin,B01001_028,177790,1927,Estimate!!Total!!Female!!5 to 9 years
56,Wyoming,B01001_028,17436,635,Estimate!!Total!!Female!!5 to 9 years
72,Puerto Rico,B01001_028,120923,1632,Estimate!!Total!!Female!!5 to 9 years
01,Alabama,B01001_029,153908,1634,Estimate!!Total!!Female!!10 to 14 years
02,Alaska,B01001_029,24651,758,Estimate!!Total!!Female!!10 to 14 years
04,Arizona,B01001_029,212530,2025,Estimate!!Total!!Female!!10 to 14 years
05,Arkansas,B01001_029,93648,1627,Estimate!!Total!!Female!!10 to 14 years
06,California,B01001_029,1269404,5133,Estimate!!Total!!Female!!10 to 14 years
08,Colorado,B01001_029,156306,1789,Estimate!!Total!!Female!!10 to 14 years
09,Connecticut,B01001_029,118444,1638,Estimate!!Total!!Female!!10 to 14 years
10,Delaware,B01001_029,27070,822,Estimate!!Total!!Female!!10 to 14 years
11,District of Columbia,B01001_029,13223,546,Estimate!!Total!!Female!!10 to 14 years
12,Florida,B01001_029,547837,4224,Estimate!!Total!!Female!!10 to 14 years
13,Georgia,B01001_029,328411,3395,Estimate!!Total!!Female!!10 to 14 years
15,Hawaii,B01001_029,40405,888,Estimate!!Total!!Female!!10 to 14 years
16,Idaho,B01001_029,54686,1130,Estimate!!Total!!Female!!10 to 14 years
17,Illinois,B01001_029,429537,3547,Estimate!!Total!!Female!!10 to 14 years
18,Indiana,B01001_029,218943,2283,Estimate!!Total!!Female!!10 to 14 years
19,Iowa,B01001_029,96648,1271,Estimate!!Total!!Female!!10 to 14 years
20,Kansas,B01001_029,95591,1331,Estimate!!Total!!Female!!10 to 14 years
21,Kentucky,B01001_029,136971,1889,Estimate!!Total!!Female!!10 to 14 years
22,Louisiana,B01001_029,146626,1962,Estimate!!Total!!Female!!10 to 14 years
23,Maine,B01001_029,40489,954,Estimate!!Total!!Female!!10 to 14 years
24,Maryland,B01001_029,186551,2131,Estimate!!Total!!Female!!10 to 14 years
25,Massachusetts,B01001_029,197763,1805,Estimate!!Total!!Female!!10 to 14 years
26,Michigan,B01001_029,342056,2298,Estimate!!Total!!Female!!10 to 14 years
27,Minnesota,B01001_029,174117,1834,Estimate!!Total!!Female!!10 to 14 years
28,Mississippi,B01001_029,102762,1623,Estimate!!Total!!Female!!10 to 14 years
29,Missouri,B01001_029,196506,2299,Estimate!!Total!!Female!!10 to 14 years
30,Montana,B01001_029,29784,766,Estimate!!Total!!Female!!10 to 14 years
31,Nebraska,B01001_029,60421,981,Estimate!!Total!!Female!!10 to 14 years
32,Nevada,B01001_029,86780,1792,Estimate!!Total!!Female!!10 to 14 years
33,New Hampshire,B01001_029,41409,1103,Estimate!!Total!!Female!!10 to 14 years
34,New Jersey,B01001_029,286125,2629,Estimate!!Total!!Female!!10 to 14 years
35,New Mexico,B01001_029,68836,1674,Estimate!!Total!!Female!!10 to 14 years
36,New York,B01001_029,604133,4479,Estimate!!Total!!Female!!10 to 14 years
37,North Carolina,B01001_029,303384,2733,Estimate!!Total!!Female!!10 to 14 years
38,North Dakota,B01001_029,19514,573,Estimate!!Total!!Female!!10 to 14 years
39,Ohio,B01001_029,380888,3523,Estimate!!Total!!Female!!10 to 14 years
40,Oklahoma,B01001_029,119551,1651,Estimate!!Total!!Female!!10 to 14 years
41,Oregon,B01001_029,116728,1754,Estimate!!Total!!Female!!10 to 14 years
42,Pennsylvania,B01001_029,392671,2652,Estimate!!Total!!Female!!10 to 14 years
44,Rhode Island,B01001_029,32539,994,Estimate!!Total!!Female!!10 to 14 years
45,South Carolina,B01001_029,145075,1884,Estimate!!Total!!Female!!10 to 14 years
46,South Dakota,B01001_029,26802,811,Estimate!!Total!!Female!!10 to 14 years
47,Tennessee,B01001_029,201253,2328,Estimate!!Total!!Female!!10 to 14 years
48,Texas,B01001_029,886252,5456,Estimate!!Total!!Female!!10 to 14 years
49,Utah,B01001_029,105191,1551,Estimate!!Total!!Female!!10 to 14 years
50,Vermont,B01001_029,18946,552,Estimate!!Total!!Female!!10 to 14 years
51,Virginia,B01001_029,252360,2512,Estimate!!Total!!Female!!10 to 14 years
53,Washington,B01001_029,212403,2394,Estimate!!Total!!Female!!10 to 14 years
54,West Virginia,B01001_029,54089,1238,Estimate!!Total!!Female!!10 to 14 years
55,Wisconsin,B01001_029,186970,1952,Estimate!!Total!!Female!!10 to 14 years
56,Wyoming,B01001_029,16654,516,Estimate!!Total!!Female!!10 to 14 years
72,Puerto Rico,B01001_029,141380,1633,Estimate!!Total!!Female!!10 to 14 years
01,Alabama,B01001_030,97424,454,Estimate!!Total!!Female!!15 to 17 years
02,Alaska,B01001_030,16287,269,Estimate!!Total!!Female!!15 to 17 years
04,Arizona,B01001_030,130669,230,Estimate!!Total!!Female!!15 to 17 years
05,Arkansas,B01001_030,58758,514,Estimate!!Total!!Female!!15 to 17 years
06,California,B01001_030,820136,606,Estimate!!Total!!Female!!15 to 17 years
08,Colorado,B01001_030,97726,491,Estimate!!Total!!Female!!15 to 17 years
09,Connecticut,B01001_030,75030,192,Estimate!!Total!!Female!!15 to 17 years
10,Delaware,B01001_030,17807,112,Estimate!!Total!!Female!!15 to 17 years
11,District of Columbia,B01001_030,8844,60,Estimate!!Total!!Female!!15 to 17 years
12,Florida,B01001_030,354607,695,Estimate!!Total!!Female!!15 to 17 years
13,Georgia,B01001_030,205341,745,Estimate!!Total!!Female!!15 to 17 years
15,Hawaii,B01001_030,25497,79,Estimate!!Total!!Female!!15 to 17 years
16,Idaho,B01001_030,33480,327,Estimate!!Total!!Female!!15 to 17 years
17,Illinois,B01001_030,273156,479,Estimate!!Total!!Female!!15 to 17 years
18,Indiana,B01001_030,136157,460,Estimate!!Total!!Female!!15 to 17 years
19,Iowa,B01001_030,62468,438,Estimate!!Total!!Female!!15 to 17 years
20,Kansas,B01001_030,58981,358,Estimate!!Total!!Female!!15 to 17 years
21,Kentucky,B01001_030,85392,646,Estimate!!Total!!Female!!15 to 17 years
22,Louisiana,B01001_030,94482,472,Estimate!!Total!!Female!!15 to 17 years
23,Maine,B01001_030,26558,270,Estimate!!Total!!Female!!15 to 17 years
24,Maryland,B01001_030,121572,346,Estimate!!Total!!Female!!15 to 17 years
25,Massachusetts,B01001_030,129410,232,Estimate!!Total!!Female!!15 to 17 years
26,Michigan,B01001_030,220197,358,Estimate!!Total!!Female!!15 to 17 years
27,Minnesota,B01001_030,110043,468,Estimate!!Total!!Female!!15 to 17 years
28,Mississippi,B01001_030,66028,545,Estimate!!Total!!Female!!15 to 17 years
29,Missouri,B01001_030,124001,531,Estimate!!Total!!Female!!15 to 17 years
30,Montana,B01001_030,20199,415,Estimate!!Total!!Female!!15 to 17 years
31,Nebraska,B01001_030,37587,249,Estimate!!Total!!Female!!15 to 17 years
32,Nevada,B01001_030,53307,327,Estimate!!Total!!Female!!15 to 17 years
33,New Hampshire,B01001_030,27661,219,Estimate!!Total!!Female!!15 to 17 years
34,New Jersey,B01001_030,183359,270,Estimate!!Total!!Female!!15 to 17 years
35,New Mexico,B01001_030,44020,361,Estimate!!Total!!Female!!15 to 17 years
36,New York,B01001_030,396813,489,Estimate!!Total!!Female!!15 to 17 years
37,North Carolina,B01001_030,185246,746,Estimate!!Total!!Female!!15 to 17 years
38,North Dakota,B01001_030,12579,192,Estimate!!Total!!Female!!15 to 17 years
39,Ohio,B01001_030,243945,492,Estimate!!Total!!Female!!15 to 17 years
40,Oklahoma,B01001_030,75403,557,Estimate!!Total!!Female!!15 to 17 years
41,Oregon,B01001_030,74492,389,Estimate!!Total!!Female!!15 to 17 years
42,Pennsylvania,B01001_030,258125,411,Estimate!!Total!!Female!!15 to 17 years
44,Rhode Island,B01001_030,21144,155,Estimate!!Total!!Female!!15 to 17 years
45,South Carolina,B01001_030,91782,475,Estimate!!Total!!Female!!15 to 17 years
46,South Dakota,B01001_030,16771,281,Estimate!!Total!!Female!!15 to 17 years
47,Tennessee,B01001_030,125381,526,Estimate!!Total!!Female!!15 to 17 years
48,Texas,B01001_030,538350,932,Estimate!!Total!!Female!!15 to 17 years
49,Utah,B01001_030,61573,339,Estimate!!Total!!Female!!15 to 17 years
50,Vermont,B01001_030,12735,124,Estimate!!Total!!Female!!15 to 17 years
51,Virginia,B01001_030,156909,604,Estimate!!Total!!Female!!15 to 17 years
53,Washington,B01001_030,134486,319,Estimate!!Total!!Female!!15 to 17 years
54,West Virginia,B01001_030,34346,308,Estimate!!Total!!Female!!15 to 17 years
55,Wisconsin,B01001_030,118128,408,Estimate!!Total!!Female!!15 to 17 years
56,Wyoming,B01001_030,10848,248,Estimate!!Total!!Female!!15 to 17 years
72,Puerto Rico,B01001_030,85195,NA,Estimate!!Total!!Female!!15 to 17 years
01,Alabama,B01001_031,70512,806,Estimate!!Total!!Female!!18 and 19 years
02,Alaska,B01001_031,9970,312,Estimate!!Total!!Female!!18 and 19 years
04,Arizona,B01001_031,88027,387,Estimate!!Total!!Female!!18 and 19 years
05,Arkansas,B01001_031,41420,732,Estimate!!Total!!Female!!18 and 19 years
06,California,B01001_031,536424,1084,Estimate!!Total!!Female!!18 and 19 years
08,Colorado,B01001_031,65620,775,Estimate!!Total!!Female!!18 and 19 years
09,Connecticut,B01001_031,47850,270,Estimate!!Total!!Female!!18 and 19 years
10,Delaware,B01001_031,13734,114,Estimate!!Total!!Female!!18 and 19 years
11,District of Columbia,B01001_031,14106,548,Estimate!!Total!!Female!!18 and 19 years
12,Florida,B01001_031,242917,811,Estimate!!Total!!Female!!18 and 19 years
13,Georgia,B01001_031,143658,2176,Estimate!!Total!!Female!!18 and 19 years
15,Hawaii,B01001_031,15913,248,Estimate!!Total!!Female!!18 and 19 years
16,Idaho,B01001_031,23114,474,Estimate!!Total!!Female!!18 and 19 years
17,Illinois,B01001_031,180287,1299,Estimate!!Total!!Female!!18 and 19 years
18,Indiana,B01001_031,95887,518,Estimate!!Total!!Female!!18 and 19 years
19,Iowa,B01001_031,44900,498,Estimate!!Total!!Female!!18 and 19 years
20,Kansas,B01001_031,40515,537,Estimate!!Total!!Female!!18 and 19 years
21,Kentucky,B01001_031,59633,734,Estimate!!Total!!Female!!18 and 19 years
22,Louisiana,B01001_031,68041,862,Estimate!!Total!!Female!!18 and 19 years
23,Maine,B01001_031,17910,200,Estimate!!Total!!Female!!18 and 19 years
24,Maryland,B01001_031,79249,663,Estimate!!Total!!Female!!18 and 19 years
25,Massachusetts,B01001_031,102993,1435,Estimate!!Total!!Female!!18 and 19 years
26,Michigan,B01001_031,149571,1019,Estimate!!Total!!Female!!18 and 19 years
27,Minnesota,B01001_031,72960,506,Estimate!!Total!!Female!!18 and 19 years
28,Mississippi,B01001_031,45747,989,Estimate!!Total!!Female!!18 and 19 years
29,Missouri,B01001_031,86273,988,Estimate!!Total!!Female!!18 and 19 years
30,Montana,B01001_031,13676,595,Estimate!!Total!!Female!!18 and 19 years
31,Nebraska,B01001_031,25875,360,Estimate!!Total!!Female!!18 and 19 years
32,Nevada,B01001_031,32077,408,Estimate!!Total!!Female!!18 and 19 years
33,New Hampshire,B01001_031,19864,454,Estimate!!Total!!Female!!18 and 19 years
34,New Jersey,B01001_031,107412,658,Estimate!!Total!!Female!!18 and 19 years
35,New Mexico,B01001_031,29334,567,Estimate!!Total!!Female!!18 and 19 years
36,New York,B01001_031,275700,775,Estimate!!Total!!Female!!18 and 19 years
37,North Carolina,B01001_031,132463,1232,Estimate!!Total!!Female!!18 and 19 years
38,North Dakota,B01001_031,10804,237,Estimate!!Total!!Female!!18 and 19 years
39,Ohio,B01001_031,164374,693,Estimate!!Total!!Female!!18 and 19 years
40,Oklahoma,B01001_031,53620,705,Estimate!!Total!!Female!!18 and 19 years
41,Oregon,B01001_031,50458,568,Estimate!!Total!!Female!!18 and 19 years
42,Pennsylvania,B01001_031,192824,886,Estimate!!Total!!Female!!18 and 19 years
44,Rhode Island,B01001_031,19253,214,Estimate!!Total!!Female!!18 and 19 years
45,South Carolina,B01001_031,68452,722,Estimate!!Total!!Female!!18 and 19 years
46,South Dakota,B01001_031,11678,478,Estimate!!Total!!Female!!18 and 19 years
47,Tennessee,B01001_031,87063,680,Estimate!!Total!!Female!!18 and 19 years
48,Texas,B01001_031,356419,1853,Estimate!!Total!!Female!!18 and 19 years
49,Utah,B01001_031,45993,383,Estimate!!Total!!Female!!18 and 19 years
50,Vermont,B01001_031,10115,152,Estimate!!Total!!Female!!18 and 19 years
51,Virginia,B01001_031,115934,1512,Estimate!!Total!!Female!!18 and 19 years
53,Washington,B01001_031,89971,637,Estimate!!Total!!Female!!18 and 19 years
54,West Virginia,B01001_031,24858,511,Estimate!!Total!!Female!!18 and 19 years
55,Wisconsin,B01001_031,80115,533,Estimate!!Total!!Female!!18 and 19 years
56,Wyoming,B01001_031,7599,250,Estimate!!Total!!Female!!18 and 19 years
72,Puerto Rico,B01001_031,57260,139,Estimate!!Total!!Female!!18 and 19 years
01,Alabama,B01001_032,35458,1248,Estimate!!Total!!Female!!20 years
02,Alaska,B01001_032,4749,445,Estimate!!Total!!Female!!20 years
04,Arizona,B01001_032,40699,1316,Estimate!!Total!!Female!!20 years
05,Arkansas,B01001_032,21367,1033,Estimate!!Total!!Female!!20 years
06,California,B01001_032,274010,3896,Estimate!!Total!!Female!!20 years
08,Colorado,B01001_032,32999,1580,Estimate!!Total!!Female!!20 years
09,Connecticut,B01001_032,24165,1052,Estimate!!Total!!Female!!20 years
10,Delaware,B01001_032,6820,625,Estimate!!Total!!Female!!20 years
11,District of Columbia,B01001_032,6016,612,Estimate!!Total!!Female!!20 years
12,Florida,B01001_032,125830,2612,Estimate!!Total!!Female!!20 years
13,Georgia,B01001_032,71360,2211,Estimate!!Total!!Female!!20 years
15,Hawaii,B01001_032,7763,519,Estimate!!Total!!Female!!20 years
16,Idaho,B01001_032,10581,708,Estimate!!Total!!Female!!20 years
17,Illinois,B01001_032,88594,2038,Estimate!!Total!!Female!!20 years
18,Indiana,B01001_032,51797,1304,Estimate!!Total!!Female!!20 years
19,Iowa,B01001_032,23855,998,Estimate!!Total!!Female!!20 years
20,Kansas,B01001_032,19737,905,Estimate!!Total!!Female!!20 years
21,Kentucky,B01001_032,31302,1277,Estimate!!Total!!Female!!20 years
22,Louisiana,B01001_032,35474,1393,Estimate!!Total!!Female!!20 years
23,Maine,B01001_032,9183,591,Estimate!!Total!!Female!!20 years
24,Maryland,B01001_032,38464,1442,Estimate!!Total!!Female!!20 years
25,Massachusetts,B01001_032,50438,1474,Estimate!!Total!!Female!!20 years
26,Michigan,B01001_032,76070,1781,Estimate!!Total!!Female!!20 years
27,Minnesota,B01001_032,36263,1310,Estimate!!Total!!Female!!20 years
28,Mississippi,B01001_032,24513,1158,Estimate!!Total!!Female!!20 years
29,Missouri,B01001_032,44673,1471,Estimate!!Total!!Female!!20 years
30,Montana,B01001_032,7464,638,Estimate!!Total!!Female!!20 years
31,Nebraska,B01001_032,13505,1078,Estimate!!Total!!Female!!20 years
32,Nevada,B01001_032,17530,990,Estimate!!Total!!Female!!20 years
33,New Hampshire,B01001_032,9527,735,Estimate!!Total!!Female!!20 years
34,New Jersey,B01001_032,54651,1564,Estimate!!Total!!Female!!20 years
35,New Mexico,B01001_032,16239,1017,Estimate!!Total!!Female!!20 years
36,New York,B01001_032,144604,2473,Estimate!!Total!!Female!!20 years
37,North Carolina,B01001_032,67571,2214,Estimate!!Total!!Female!!20 years
38,North Dakota,B01001_032,5892,475,Estimate!!Total!!Female!!20 years
39,Ohio,B01001_032,83349,2087,Estimate!!Total!!Female!!20 years
40,Oklahoma,B01001_032,26852,1086,Estimate!!Total!!Female!!20 years
41,Oregon,B01001_032,25773,1135,Estimate!!Total!!Female!!20 years
42,Pennsylvania,B01001_032,96273,2167,Estimate!!Total!!Female!!20 years
44,Rhode Island,B01001_032,10363,794,Estimate!!Total!!Female!!20 years
45,South Carolina,B01001_032,34291,1559,Estimate!!Total!!Female!!20 years
46,South Dakota,B01001_032,6431,515,Estimate!!Total!!Female!!20 years
47,Tennessee,B01001_032,44326,1799,Estimate!!Total!!Female!!20 years
48,Texas,B01001_032,179431,3397,Estimate!!Total!!Female!!20 years
49,Utah,B01001_032,25901,1262,Estimate!!Total!!Female!!20 years
50,Vermont,B01001_032,5538,498,Estimate!!Total!!Female!!20 years
