GEOID,NAME,variable,estimate,moe,label
44,Rhode Island,B01001_013,34001,927,Estimate!!Total!!Male!!35 to 39 years
45,South Carolina,B01001_013,146442,2220,Estimate!!Total!!Male!!35 to 39 years
46,South Dakota,B01001_013,23685,780,Estimate!!Total!!Male!!35 to 39 years
47,Tennessee,B01001_013,212307,2089,Estimate!!Total!!Male!!35 to 39 years
48,Texas,B01001_013,868481,4593,Estimate!!Total!!Male!!35 to 39 years
49,Utah,B01001_013,85154,1272,Estimate!!Total!!Male!!35 to 39 years
50,Vermont,B01001_013,18263,638,Estimate!!Total!!Male!!35 to 39 years
51,Virginia,B01001_013,271005,2982,Estimate!!Total!!Male!!35 to 39 years
53,Washington,B01001_013,229944,2600,Estimate!!Total!!Male!!35 to 39 years
54,West Virginia,B01001_013,58725,1043,Estimate!!Total!!Male!!35 to 39 years
55,Wisconsin,B01001_013,183898,1963,Estimate!!Total!!Male!!35 to 39 years
56,Wyoming,B01001_013,17357,721,Estimate!!Total!!Male!!35 to 39 years
72,Puerto Rico,B01001_013,115608,1690,Estimate!!Total!!Male!!35 to 39 years
01,Alabama,B01001_014,159477,2381,Estimate!!Total!!Male!!40 to 44 years
02,Alaska,B01001_014,26441,883,Estimate!!Total!!Male!!40 to 44 years
04,Arizona,B01001_014,206777,2460,Estimate!!Total!!Male!!40 to 44 years
05,Arkansas,B01001_014,95610,1761,Estimate!!Total!!Male!!40 to 44 years
06,California,B01001_014,1335408,5639,Estimate!!Total!!Male!!40 to 44 years
08,Colorado,B01001_014,177150,2420,Estimate!!Total!!Male!!40 to 44 years
09,Connecticut,B01001_014,134267,1959,Estimate!!Total!!Male!!40 to 44 years
10,Delaware,B01001_014,30141,850,Estimate!!Total!!Male!!40 to 44 years
11,District of Columbia,B01001_014,19930,829,Estimate!!Total!!Male!!40 to 44 years
12,Florida,B01001_014,653383,4791,Estimate!!Total!!Male!!40 to 44 years
13,Georgia,B01001_014,352683,3226,Estimate!!Total!!Male!!40 to 44 years
15,Hawaii,B01001_014,45428,1304,Estimate!!Total!!Male!!40 to 44 years
16,Idaho,B01001_014,48816,1142,Estimate!!Total!!Male!!40 to 44 years
17,Illinois,B01001_014,448717,3733,Estimate!!Total!!Male!!40 to 44 years
18,Indiana,B01001_014,220008,2356,Estimate!!Total!!Male!!40 to 44 years
19,Iowa,B01001_014,99977,1305,Estimate!!Total!!Male!!40 to 44 years
20,Kansas,B01001_014,91212,1497,Estimate!!Total!!Male!!40 to 44 years
21,Kentucky,B01001_014,152733,1970,Estimate!!Total!!Male!!40 to 44 years
22,Louisiana,B01001_014,146869,1726,Estimate!!Total!!Male!!40 to 44 years
23,Maine,B01001_014,47739,902,Estimate!!Total!!Male!!40 to 44 years
24,Maryland,B01001_014,209371,2337,Estimate!!Total!!Male!!40 to 44 years
25,Massachusetts,B01001_014,241960,2311,Estimate!!Total!!Male!!40 to 44 years
26,Michigan,B01001_014,350692,2561,Estimate!!Total!!Male!!40 to 44 years
27,Minnesota,B01001_014,186064,1882,Estimate!!Total!!Male!!40 to 44 years
28,Mississippi,B01001_014,96410,1680,Estimate!!Total!!Male!!40 to 44 years
29,Missouri,B01001_014,198214,2086,Estimate!!Total!!Male!!40 to 44 years
30,Montana,B01001_014,30803,833,Estimate!!Total!!Male!!40 to 44 years
31,Nebraska,B01001_014,59476,1061,Estimate!!Total!!Male!!40 to 44 years
32,Nevada,B01001_014,98097,1635,Estimate!!Total!!Male!!40 to 44 years
33,New Hampshire,B01001_014,51441,1033,Estimate!!Total!!Male!!40 to 44 years
34,New Jersey,B01001_014,328451,2463,Estimate!!Total!!Male!!40 to 44 years
35,New Mexico,B01001_014,64871,1121,Estimate!!Total!!Male!!40 to 44 years
36,New York,B01001_014,694563,4890,Estimate!!Total!!Male!!40 to 44 years
37,North Carolina,B01001_014,335191,3372,Estimate!!Total!!Male!!40 to 44 years
38,North Dakota,B01001_014,20762,566,Estimate!!Total!!Male!!40 to 44 years
39,Ohio,B01001_014,394260,2725,Estimate!!Total!!Male!!40 to 44 years
40,Oklahoma,B01001_014,117469,1360,Estimate!!Total!!Male!!40 to 44 years
41,Oregon,B01001_014,127250,1930,Estimate!!Total!!Male!!40 to 44 years
42,Pennsylvania,B01001_014,437337,2916,Estimate!!Total!!Male!!40 to 44 years
44,Rhode Island,B01001_014,38009,908,Estimate!!Total!!Male!!40 to 44 years
45,South Carolina,B01001_014,154610,2232,Estimate!!Total!!Male!!40 to 44 years
46,South Dakota,B01001_014,25564,757,Estimate!!Total!!Male!!40 to 44 years
47,Tennessee,B01001_014,219049,2148,Estimate!!Total!!Male!!40 to 44 years
48,Texas,B01001_014,842975,4804,Estimate!!Total!!Male!!40 to 44 years
49,Utah,B01001_014,77395,1294,Estimate!!Total!!Male!!40 to 44 years
50,Vermont,B01001_014,22986,649,Estimate!!Total!!Male!!40 to 44 years
51,Virginia,B01001_014,293339,3059,Estimate!!Total!!Male!!40 to 44 years
53,Washington,B01001_014,237041,2600,Estimate!!Total!!Male!!40 to 44 years
54,West Virginia,B01001_014,63011,1100,Estimate!!Total!!Male!!40 to 44 years
55,Wisconsin,B01001_014,201182,2064,Estimate!!Total!!Male!!40 to 44 years
56,Wyoming,B01001_014,17193,637,Estimate!!Total!!Male!!40 to 44 years
72,Puerto Rico,B01001_014,119608,1685,Estimate!!Total!!Male!!40 to 44 years
01,Alabama,B01001_015,169012,678,Estimate!!Total!!Male!!45 to 49 years
02,Alaska,B01001_015,28911,343,Estimate!!Total!!Male!!45 to 49 years
04,Arizona,B01001_015,210736,449,Estimate!!Total!!Male!!45 to 49 years
05,Arkansas,B01001_015,100271,500,Estimate!!Total!!Male!!45 to 49 years
06,California,B01001_015,1338605,587,Estimate!!Total!!Male!!45 to 49 years
08,Colorado,B01001_015,186461,578,Estimate!!Total!!Male!!45 to 49 years
09,Connecticut,B01001_015,142477,208,Estimate!!Total!!Male!!45 to 49 years
10,Delaware,B01001_015,32526,107,Estimate!!Total!!Male!!45 to 49 years
11,District of Columbia,B01001_015,19199,89,Estimate!!Total!!Male!!45 to 49 years
12,Florida,B01001_015,682630,1058,Estimate!!Total!!Male!!45 to 49 years
13,Georgia,B01001_015,344541,1246,Estimate!!Total!!Male!!45 to 49 years
15,Hawaii,B01001_015,48302,127,Estimate!!Total!!Male!!45 to 49 years
16,Idaho,B01001_015,52323,390,Estimate!!Total!!Male!!45 to 49 years
17,Illinois,B01001_015,470262,642,Estimate!!Total!!Male!!45 to 49 years
18,Indiana,B01001_015,237468,510,Estimate!!Total!!Male!!45 to 49 years
19,Iowa,B01001_015,110413,447,Estimate!!Total!!Male!!45 to 49 years
20,Kansas,B01001_015,102488,434,Estimate!!Total!!Male!!45 to 49 years
21,Kentucky,B01001_015,159250,521,Estimate!!Total!!Male!!45 to 49 years
22,Louisiana,B01001_015,160285,619,Estimate!!Total!!Male!!45 to 49 years
23,Maine,B01001_015,54057,242,Estimate!!Total!!Male!!45 to 49 years
24,Maryland,B01001_015,221201,322,Estimate!!Total!!Male!!45 to 49 years
25,Massachusetts,B01001_015,250771,290,Estimate!!Total!!Male!!45 to 49 years
26,Michigan,B01001_015,379491,510,Estimate!!Total!!Male!!45 to 49 years
27,Minnesota,B01001_015,207161,402,Estimate!!Total!!Male!!45 to 49 years
28,Mississippi,B01001_015,103219,770,Estimate!!Total!!Male!!45 to 49 years
29,Missouri,B01001_015,223436,621,Estimate!!Total!!Male!!45 to 49 years
30,Montana,B01001_015,36735,309,Estimate!!Total!!Male!!45 to 49 years
31,Nebraska,B01001_015,65647,233,Estimate!!Total!!Male!!45 to 49 years
32,Nevada,B01001_015,96825,261,Estimate!!Total!!Male!!45 to 49 years
33,New Hampshire,B01001_015,57346,306,Estimate!!Total!!Male!!45 to 49 years
34,New Jersey,B01001_015,344260,306,Estimate!!Total!!Male!!45 to 49 years
35,New Mexico,B01001_015,71061,358,Estimate!!Total!!Male!!45 to 49 years
36,New York,B01001_015,713646,480,Estimate!!Total!!Male!!45 to 49 years
37,North Carolina,B01001_015,335658,781,Estimate!!Total!!Male!!45 to 49 years
38,North Dakota,B01001_015,23985,170,Estimate!!Total!!Male!!45 to 49 years
39,Ohio,B01001_015,433039,597,Estimate!!Total!!Male!!45 to 49 years
40,Oklahoma,B01001_015,131258,565,Estimate!!Total!!Male!!45 to 49 years
41,Oregon,B01001_015,132756,381,Estimate!!Total!!Male!!45 to 49 years
42,Pennsylvania,B01001_015,479341,547,Estimate!!Total!!Male!!45 to 49 years
44,Rhode Island,B01001_015,39695,189,Estimate!!Total!!Male!!45 to 49 years
45,South Carolina,B01001_015,159016,461,Estimate!!Total!!Male!!45 to 49 years
46,South Dakota,B01001_015,29861,271,Estimate!!Total!!Male!!45 to 49 years
47,Tennessee,B01001_015,226408,616,Estimate!!Total!!Male!!45 to 49 years
48,Texas,B01001_015,863986,1374,Estimate!!Total!!Male!!45 to 49 years
49,Utah,B01001_015,77373,266,Estimate!!Total!!Male!!45 to 49 years
50,Vermont,B01001_015,25132,186,Estimate!!Total!!Male!!45 to 49 years
51,Virginia,B01001_015,301883,1037,Estimate!!Total!!Male!!45 to 49 years
53,Washington,B01001_015,247763,379,Estimate!!Total!!Male!!45 to 49 years
54,West Virginia,B01001_015,67285,393,Estimate!!Total!!Male!!45 to 49 years
55,Wisconsin,B01001_015,222979,486,Estimate!!Total!!Male!!45 to 49 years
56,Wyoming,B01001_015,20755,311,Estimate!!Total!!Male!!45 to 49 years
72,Puerto Rico,B01001_015,114340,NA,Estimate!!Total!!Male!!45 to 49 years
01,Alabama,B01001_016,163589,595,Estimate!!Total!!Male!!50 to 54 years
02,Alaska,B01001_016,28266,286,Estimate!!Total!!Male!!50 to 54 years
04,Arizona,B01001_016,192574,287,Estimate!!Total!!Male!!50 to 54 years
05,Arkansas,B01001_016,95786,502,Estimate!!Total!!Male!!50 to 54 years
06,California,B01001_016,1215471,580,Estimate!!Total!!Male!!50 to 54 years
08,Colorado,B01001_016,177949,466,Estimate!!Total!!Male!!50 to 54 years
09,Connecticut,B01001_016,132965,229,Estimate!!Total!!Male!!50 to 54 years
10,Delaware,B01001_016,30149,71,Estimate!!Total!!Male!!50 to 54 years
11,District of Columbia,B01001_016,17582,2,Estimate!!Total!!Male!!50 to 54 years
12,Florida,B01001_016,619932,935,Estimate!!Total!!Male!!50 to 54 years
13,Georgia,B01001_016,308873,1238,Estimate!!Total!!Male!!50 to 54 years
15,Hawaii,B01001_016,48171,78,Estimate!!Total!!Male!!50 to 54 years
16,Idaho,B01001_016,50529,266,Estimate!!Total!!Male!!50 to 54 years
17,Illinois,B01001_016,440523,572,Estimate!!Total!!Male!!50 to 54 years
18,Indiana,B01001_016,227018,451,Estimate!!Total!!Male!!50 to 54 years
19,Iowa,B01001_016,109957,374,Estimate!!Total!!Male!!50 to 54 years
20,Kansas,B01001_016,99452,396,Estimate!!Total!!Male!!50 to 54 years
21,Kentucky,B01001_016,151944,508,Estimate!!Total!!Male!!50 to 54 years
22,Louisiana,B01001_016,156017,467,Estimate!!Total!!Male!!50 to 54 years
23,Maine,B01001_016,53217,240,Estimate!!Total!!Male!!50 to 54 years
24,Maryland,B01001_016,202054,300,Estimate!!Total!!Male!!50 to 54 years
25,Massachusetts,B01001_016,232288,335,Estimate!!Total!!Male!!50 to 54 years
26,Michigan,B01001_016,368698,460,Estimate!!Total!!Male!!50 to 54 years
27,Minnesota,B01001_016,194216,479,Estimate!!Total!!Male!!50 to 54 years
28,Mississippi,B01001_016,97937,485,Estimate!!Total!!Male!!50 to 54 years
29,Missouri,B01001_016,209621,535,Estimate!!Total!!Male!!50 to 54 years
30,Montana,B01001_016,38574,239,Estimate!!Total!!Male!!50 to 54 years
31,Nebraska,B01001_016,63591,218,Estimate!!Total!!Male!!50 to 54 years
32,Nevada,B01001_016,88418,350,Estimate!!Total!!Male!!50 to 54 years
33,New Hampshire,B01001_016,53113,180,Estimate!!Total!!Male!!50 to 54 years
34,New Jersey,B01001_016,313303,290,Estimate!!Total!!Male!!50 to 54 years
35,New Mexico,B01001_016,68805,348,Estimate!!Total!!Male!!50 to 54 years
36,New York,B01001_016,663177,508,Estimate!!Total!!Male!!50 to 54 years
37,North Carolina,B01001_016,309765,746,Estimate!!Total!!Male!!50 to 54 years
38,North Dakota,B01001_016,24943,183,Estimate!!Total!!Male!!50 to 54 years
39,Ohio,B01001_016,423426,601,Estimate!!Total!!Male!!50 to 54 years
40,Oklahoma,B01001_016,125942,465,Estimate!!Total!!Male!!50 to 54 years
41,Oregon,B01001_016,136324,439,Estimate!!Total!!Male!!50 to 54 years
42,Pennsylvania,B01001_016,471204,515,Estimate!!Total!!Male!!50 to 54 years
44,Rhode Island,B01001_016,37986,171,Estimate!!Total!!Male!!50 to 54 years
45,South Carolina,B01001_016,152000,465,Estimate!!Total!!Male!!50 to 54 years
46,South Dakota,B01001_016,29408,238,Estimate!!Total!!Male!!50 to 54 years
47,Tennessee,B01001_016,214960,488,Estimate!!Total!!Male!!50 to 54 years
48,Texas,B01001_016,782281,1109,Estimate!!Total!!Male!!50 to 54 years
49,Utah,B01001_016,72766,325,Estimate!!Total!!Male!!50 to 54 years
50,Vermont,B01001_016,25363,164,Estimate!!Total!!Male!!50 to 54 years
51,Virginia,B01001_016,278103,881,Estimate!!Total!!Male!!50 to 54 years
53,Washington,B01001_016,239822,319,Estimate!!Total!!Male!!50 to 54 years
54,West Virginia,B01001_016,70387,342,Estimate!!Total!!Male!!50 to 54 years
55,Wisconsin,B01001_016,211255,413,Estimate!!Total!!Male!!50 to 54 years
56,Wyoming,B01001_016,22182,198,Estimate!!Total!!Male!!50 to 54 years
72,Puerto Rico,B01001_016,108759,NA,Estimate!!Total!!Male!!50 to 54 years
01,Alabama,B01001_017,143591,1544,Estimate!!Total!!Male!!55 to 59 years
02,Alaska,B01001_017,25034,651,Estimate!!Total!!Male!!55 to 59 years
04,Arizona,B01001_017,172482,2035,Estimate!!Total!!Male!!55 to 59 years
05,Arkansas,B01001_017,87634,1293,Estimate!!Total!!Male!!55 to 59 years
06,California,B01001_017,1015856,5075,Estimate!!Total!!Male!!55 to 59 years
08,Colorado,B01001_017,152691,1712,Estimate!!Total!!Male!!55 to 59 years
09,Connecticut,B01001_017,111049,1242,Estimate!!Total!!Male!!55 to 59 years
10,Delaware,B01001_017,26285,727,Estimate!!Total!!Male!!55 to 59 years
11,District of Columbia,B01001_017,15412,552,Estimate!!Total!!Male!!55 to 59 years
12,Florida,B01001_017,547809,3774,Estimate!!Total!!Male!!55 to 59 years
13,Georgia,B01001_017,262677,2520,Estimate!!Total!!Male!!55 to 59 years
15,Hawaii,B01001_017,43855,986,Estimate!!Total!!Male!!55 to 59 years
16,Idaho,B01001_017,45393,784,Estimate!!Total!!Male!!55 to 59 years
17,Illinois,B01001_017,377431,2033,Estimate!!Total!!Male!!55 to 59 years
18,Indiana,B01001_017,196125,1747,Estimate!!Total!!Male!!55 to 59 years
19,Iowa,B01001_017,97675,1185,Estimate!!Total!!Male!!55 to 59 years
20,Kansas,B01001_017,86145,1163,Estimate!!Total!!Male!!55 to 59 years
21,Kentucky,B01001_017,135860,1499,Estimate!!Total!!Male!!55 to 59 years
22,Louisiana,B01001_017,131929,1906,Estimate!!Total!!Male!!55 to 59 years
23,Maine,B01001_017,48494,768,Estimate!!Total!!Male!!55 to 59 years
24,Maryland,B01001_017,172926,1691,Estimate!!Total!!Male!!55 to 59 years
25,Massachusetts,B01001_017,199139,1867,Estimate!!Total!!Male!!55 to 59 years
26,Michigan,B01001_017,324314,2319,Estimate!!Total!!Male!!55 to 59 years
27,Minnesota,B01001_017,164248,1488,Estimate!!Total!!Male!!55 to 59 years
28,Mississippi,B01001_017,86733,1255,Estimate!!Total!!Male!!55 to 59 years
29,Missouri,B01001_017,177687,1653,Estimate!!Total!!Male!!55 to 59 years
30,Montana,B01001_017,36243,717,Estimate!!Total!!Male!!55 to 59 years
31,Nebraska,B01001_017,54939,807,Estimate!!Total!!Male!!55 to 59 years
32,Nevada,B01001_017,76709,1329,Estimate!!Total!!Male!!55 to 59 years
33,New Hampshire,B01001_017,45865,926,Estimate!!Total!!Male!!55 to 59 years
34,New Jersey,B01001_017,261358,2262,Estimate!!Total!!Male!!55 to 59 years
35,New Mexico,B01001_017,63039,1179,Estimate!!Total!!Male!!55 to 59 years
36,New York,B01001_017,571825,3459,Estimate!!Total!!Male!!55 to 59 years
37,North Carolina,B01001_017,273989,2420,Estimate!!Total!!Male!!55 to 59 years
38,North Dakota,B01001_017,22023,590,Estimate!!Total!!Male!!55 to 59 years
39,Ohio,B01001_017,368958,2580,Estimate!!Total!!Male!!55 to 59 years
40,Oklahoma,B01001_017,110338,1400,Estimate!!Total!!Male!!55 to 59 years
41,Oregon,B01001_017,128549,1509,Estimate!!Total!!Male!!55 to 59 years
42,Pennsylvania,B01001_017,410711,2465,Estimate!!Total!!Male!!55 to 59 years
44,Rhode Island,B01001_017,32807,846,Estimate!!Total!!Male!!55 to 59 years
45,South Carolina,B01001_017,137689,1704,Estimate!!Total!!Male!!55 to 59 years
46,South Dakota,B01001_017,26238,618,Estimate!!Total!!Male!!55 to 59 years
47,Tennessee,B01001_017,191853,2124,Estimate!!Total!!Male!!55 to 59 years
48,Texas,B01001_017,647324,3187,Estimate!!Total!!Male!!55 to 59 years
49,Utah,B01001_017,61062,1021,Estimate!!Total!!Male!!55 to 59 years
50,Vermont,B01001_017,23357,482,Estimate!!Total!!Male!!55 to 59 years
51,Virginia,B01001_017,237184,2124,Estimate!!Total!!Male!!55 to 59 years
53,Washington,B01001_017,210848,1852,Estimate!!Total!!Male!!55 to 59 years
54,West Virginia,B01001_017,68126,1221,Estimate!!Total!!Male!!55 to 59 years
55,Wisconsin,B01001_017,184309,1525,Estimate!!Total!!Male!!55 to 59 years
56,Wyoming,B01001_017,19604,690,Estimate!!Total!!Male!!55 to 59 years
72,Puerto Rico,B01001_017,101701,1353,Estimate!!Total!!Male!!55 to 59 years
01,Alabama,B01001_018,55476,1529,Estimate!!Total!!Male!!60 and 61 years
02,Alaska,B01001_018,7506,461,Estimate!!Total!!Male!!60 and 61 years
04,Arizona,B01001_018,66296,1749,Estimate!!Total!!Male!!60 and 61 years
05,Arkansas,B01001_018,31429,1085,Estimate!!Total!!Male!!60 and 61 years
06,California,B01001_018,359029,3333,Estimate!!Total!!Male!!60 and 61 years
08,Colorado,B01001_018,53275,1254,Estimate!!Total!!Male!!60 and 61 years
09,Connecticut,B01001_018,38454,1062,Estimate!!Total!!Male!!60 and 61 years
10,Delaware,B01001_018,9861,564,Estimate!!Total!!Male!!60 and 61 years
11,District of Columbia,B01001_018,5899,449,Estimate!!Total!!Male!!60 and 61 years
12,Florida,B01001_018,209523,3493,Estimate!!Total!!Male!!60 and 61 years
13,Georgia,B01001_018,93677,1647,Estimate!!Total!!Male!!60 and 61 years
15,Hawaii,B01001_018,17218,753,Estimate!!Total!!Male!!60 and 61 years
16,Idaho,B01001_018,17099,746,Estimate!!Total!!Male!!60 and 61 years
17,Illinois,B01001_018,128344,1771,Estimate!!Total!!Male!!60 and 61 years
18,Indiana,B01001_018,68224,1532,Estimate!!Total!!Male!!60 and 61 years
19,Iowa,B01001_018,32431,987,Estimate!!Total!!Male!!60 and 61 years
20,Kansas,B01001_018,29624,796,Estimate!!Total!!Male!!60 and 61 years
21,Kentucky,B01001_018,49240,1017,Estimate!!Total!!Male!!60 and 61 years
22,Louisiana,B01001_018,48089,1347,Estimate!!Total!!Male!!60 and 61 years
23,Maine,B01001_018,17549,636,Estimate!!Total!!Male!!60 and 61 years
24,Maryland,B01001_018,61345,1423,Estimate!!Total!!Male!!60 and 61 years
25,Massachusetts,B01001_018,70883,1597,Estimate!!Total!!Male!!60 and 61 years
26,Michigan,B01001_018,109289,1712,Estimate!!Total!!Male!!60 and 61 years
27,Minnesota,B01001_018,55637,988,Estimate!!Total!!Male!!60 and 61 years
28,Mississippi,B01001_018,31710,885,Estimate!!Total!!Male!!60 and 61 years
29,Missouri,B01001_018,65443,1411,Estimate!!Total!!Male!!60 and 61 years
30,Montana,B01001_018,12677,618,Estimate!!Total!!Male!!60 and 61 years
31,Nebraska,B01001_018,19870,735,Estimate!!Total!!Male!!60 and 61 years
32,Nevada,B01001_018,30470,1139,Estimate!!Total!!Male!!60 and 61 years
33,New Hampshire,B01001_018,16674,775,Estimate!!Total!!Male!!60 and 61 years
34,New Jersey,B01001_018,93829,1827,Estimate!!Total!!Male!!60 and 61 years
35,New Mexico,B01001_018,23043,922,Estimate!!Total!!Male!!60 and 61 years
36,New York,B01001_018,204235,2760,Estimate!!Total!!Male!!60 and 61 years
37,North Carolina,B01001_018,100804,2110,Estimate!!Total!!Male!!60 and 61 years
38,North Dakota,B01001_018,7529,378,Estimate!!Total!!Male!!60 and 61 years
39,Ohio,B01001_018,129995,2071,Estimate!!Total!!Male!!60 and 61 years
40,Oklahoma,B01001_018,39222,1207,Estimate!!Total!!Male!!60 and 61 years
41,Oregon,B01001_018,45626,1104,Estimate!!Total!!Male!!60 and 61 years
42,Pennsylvania,B01001_018,145404,2050,Estimate!!Total!!Male!!60 and 61 years
44,Rhode Island,B01001_018,11547,654,Estimate!!Total!!Male!!60 and 61 years
45,South Carolina,B01001_018,52469,1565,Estimate!!Total!!Male!!60 and 61 years
46,South Dakota,B01001_018,8455,485,Estimate!!Total!!Male!!60 and 61 years
47,Tennessee,B01001_018,73235,1642,Estimate!!Total!!Male!!60 and 61 years
48,Texas,B01001_018,229801,2814,Estimate!!Total!!Male!!60 and 61 years
49,Utah,B01001_018,20696,685,Estimate!!Total!!Male!!60 and 61 years
50,Vermont,B01001_018,8338,394,Estimate!!Total!!Male!!60 and 61 years
51,Virginia,B01001_018,86381,1889,Estimate!!Total!!Male!!60 and 61 years
53,Washington,B01001_018,74114,1391,Estimate!!Total!!Male!!60 and 61 years
54,West Virginia,B01001_018,25568,831,Estimate!!Total!!Male!!60 and 61 years
55,Wisconsin,B01001_018,62796,1235,Estimate!!Total!!Male!!60 and 61 years
56,Wyoming,B01001_018,6831,508,Estimate!!Total!!Male!!60 and 61 years
72,Puerto Rico,B01001_018,40864,1222,Estimate!!Total!!Male!!60 and 61 years
01,Alabama,B01001_019,67170,1393,Estimate!!Total!!Male!!62 to 64 years
02,Alaska,B01001_019,8982,498,Estimate!!Total!!Male!!62 to 64 years
04,Arizona,B01001_019,86209,1853,Estimate!!Total!!Male!!62 to 64 years
05,Arkansas,B01001_019,43133,1121,Estimate!!Total!!Male!!62 to 64 years
06,California,B01001_019,441519,4149,Estimate!!Total!!Male!!62 to 64 years
08,Colorado,B01001_019,65065,1473,Estimate!!Total!!Male!!62 to 64 years
09,Connecticut,B01001_019,52048,1114,Estimate!!Total!!Male!!62 to 64 years
10,Delaware,B01001_019,13131,558,Estimate!!Total!!Male!!62 to 64 years
11,District of Columbia,B01001_019,7007,506,Estimate!!Total!!Male!!62 to 64 years
12,Florida,B01001_019,292870,3509,Estimate!!Total!!Male!!62 to 64 years
13,Georgia,B01001_019,117980,2042,Estimate!!Total!!Male!!62 to 64 years
15,Hawaii,B01001_019,20900,828,Estimate!!Total!!Male!!62 to 64 years
16,Idaho,B01001_019,21088,754,Estimate!!Total!!Male!!62 to 64 years
17,Illinois,B01001_019,162886,1971,Estimate!!Total!!Male!!62 to 64 years
18,Indiana,B01001_019,86251,1573,Estimate!!Total!!Male!!62 to 64 years
19,Iowa,B01001_019,43158,831,Estimate!!Total!!Male!!62 to 64 years
20,Kansas,B01001_019,37010,959,Estimate!!Total!!Male!!62 to 64 years
21,Kentucky,B01001_019,61193,1385,Estimate!!Total!!Male!!62 to 64 years
22,Louisiana,B01001_019,61041,1483,Estimate!!Total!!Male!!62 to 64 years
23,Maine,B01001_019,22899,661,Estimate!!Total!!Male!!62 to 64 years
24,Maryland,B01001_019,76632,1330,Estimate!!Total!!Male!!62 to 64 years
25,Massachusetts,B01001_019,92032,1581,Estimate!!Total!!Male!!62 to 64 years
26,Michigan,B01001_019,141668,2006,Estimate!!Total!!Male!!62 to 64 years
27,Minnesota,B01001_019,69575,1241,Estimate!!Total!!Male!!62 to 64 years
28,Mississippi,B01001_019,40011,1111,Estimate!!Total!!Male!!62 to 64 years
29,Missouri,B01001_019,84330,1601,Estimate!!Total!!Male!!62 to 64 years
30,Montana,B01001_019,16496,654,Estimate!!Total!!Male!!62 to 64 years
31,Nebraska,B01001_019,23714,678,Estimate!!Total!!Male!!62 to 64 years
32,Nevada,B01001_019,40193,1177,Estimate!!Total!!Male!!62 to 64 years
33,New Hampshire,B01001_019,19963,733,Estimate!!Total!!Male!!62 to 64 years
34,New Jersey,B01001_019,117049,1852,Estimate!!Total!!Male!!62 to 64 years
35,New Mexico,B01001_019,29480,882,Estimate!!Total!!Male!!62 to 64 years
36,New York,B01001_019,257560,3001,Estimate!!Total!!Male!!62 to 64 years
37,North Carolina,B01001_019,133165,2046,Estimate!!Total!!Male!!62 to 64 years
38,North Dakota,B01001_019,9292,476,Estimate!!Total!!Male!!62 to 64 years
39,Ohio,B01001_019,160877,2026,Estimate!!Total!!Male!!62 to 64 years
40,Oklahoma,B01001_019,52236,1192,Estimate!!Total!!Male!!62 to 64 years
41,Oregon,B01001_019,59015,1328,Estimate!!Total!!Male!!62 to 64 years
42,Pennsylvania,B01001_019,182865,2248,Estimate!!Total!!Male!!62 to 64 years
44,Rhode Island,B01001_019,14949,667,Estimate!!Total!!Male!!62 to 64 years
45,South Carolina,B01001_019,69722,1405,Estimate!!Total!!Male!!62 to 64 years
46,South Dakota,B01001_019,11170,544,Estimate!!Total!!Male!!62 to 64 years
47,Tennessee,B01001_019,91636,1732,Estimate!!Total!!Male!!62 to 64 years
48,Texas,B01001_019,285380,2661,Estimate!!Total!!Male!!62 to 64 years
49,Utah,B01001_019,27111,1065,Estimate!!Total!!Male!!62 to 64 years
50,Vermont,B01001_019,10110,460,Estimate!!Total!!Male!!62 to 64 years
51,Virginia,B01001_019,109777,1937,Estimate!!Total!!Male!!62 to 64 years
53,Washington,B01001_019,95936,1875,Estimate!!Total!!Male!!62 to 64 years
54,West Virginia,B01001_019,29623,1026,Estimate!!Total!!Male!!62 to 64 years
55,Wisconsin,B01001_019,77775,1284,Estimate!!Total!!Male!!62 to 64 years
56,Wyoming,B01001_019,8436,493,Estimate!!Total!!Male!!62 to 64 years
72,Puerto Rico,B01001_019,55122,1192,Estimate!!Total!!Male!!62 to 64 years
01,Alabama,B01001_020,41290,1226,Estimate!!Total!!Male!!65 and 66 years
02,Alaska,B01001_020,4629,359,Estimate!!Total!!Male!!65 and 66 years
04,Arizona,B01001_020,52764,1328,Estimate!!Total!!Male!!65 and 66 years
05,Arkansas,B01001_020,25208,904,Estimate!!Total!!Male!!65 and 66 years
06,California,B01001_020,252846,2242,Estimate!!Total!!Male!!65 and 66 years
08,Colorado,B01001_020,35152,1096,Estimate!!Total!!Male!!65 and 66 years
09,Connecticut,B01001_020,29370,965,Estimate!!Total!!Male!!65 and 66 years
10,Delaware,B01001_020,7054,457,Estimate!!Total!!Male!!65 and 66 years
11,District of Columbia,B01001_020,3894,349,Estimate!!Total!!Male!!65 and 66 years
12,Florida,B01001_020,178150,2810,Estimate!!Total!!Male!!65 and 66 years
13,Georgia,B01001_020,68705,1421,Estimate!!Total!!Male!!65 and 66 years
15,Hawaii,B01001_020,12105,534,Estimate!!Total!!Male!!65 and 66 years
16,Idaho,B01001_020,12449,508,Estimate!!Total!!Male!!65 and 66 years
17,Illinois,B01001_020,93285,1677,Estimate!!Total!!Male!!65 and 66 years
18,Indiana,B01001_020,49385,1214,Estimate!!Total!!Male!!65 and 66 years
19,Iowa,B01001_020,23509,631,Estimate!!Total!!Male!!65 and 66 years
